Ename,Start,Peak,Goes_class,Derived_pos
gev_20110319_2139,2011/03/19 21:39:00,21:44:00,B2.9,N13W29()
gev_20110320_0116,2011/03/20 01:16:00,02:58:00,B4.7,N12W36()
gev_20110320_0725,2011/03/20 07:25:00,07:33:00,B7.1,N33E36(1177)
gev_20110320_1330,2011/03/20 13:30:00,14:48:00,B6.6,S19E87()
gev_20110321_1145,2011/03/21 11:45:00,11:47:00,C2.6,N20W87()
gev_20110321_1152,2011/03/21 11:52:00,11:57:00,C1.0,S21E87(1176)
gev_20110321_1523,2011/03/21 15:23:00,16:30:00,C3.3,S20E87(1176)
gev_20110321_1531,2011/03/21 15:31:00,17:19:00,C4.2,S20E87(1176)
gev_20110322_0320,2011/03/22 03:20:00,03:25:00,C1.9,N19E80(1177)
gev_20110322_0331,2011/03/22 03:31:00,03:37:00,C3.9,S19E87(1176)
gev_20110322_1542,2011/03/22 15:42:00,15:46:00,C2.5,S19E88(1176)
gev_20110322_2119,2011/03/22 21:19:00,22:12:00,C1.6,S15E88()
gev_20110323_0203,2011/03/23 02:03:00,02:17:00,M1.4,S18E70(1176)
gev_20110323_1547,2011/03/23 15:47:00,15:50:00,B5.7,N19E59(1177)
gev_20110323_1706,2011/03/23 17:06:00,17:10:00,C1.1,S18E64(1176)
gev_20110324_0052,2011/03/24 00:52:00,00:56:00,B5.7,S18E59(1176)
gev_20110324_0252,2011/03/24 02:52:00,02:55:00,B6.2,S19E58(1176)
gev_20110324_1108,2011/03/24 11:08:00,11:20:00,B5.8,S27W60(1173)
gev_20110324_1201,2011/03/24 12:01:00,12:07:00,M1.0,S15E43()
gev_20110324_1531,2011/03/24 15:31:00,15:37:00,C1.6,S14E41()
gev_20110324_1655,2011/03/24 16:55:00,16:58:00,B6.6,S13E41(1176)
gev_20110324_1701,2011/03/24 17:01:00,17:06:00,C9.1,S14E40()
gev_20110324_1715,2011/03/24 17:15:00,17:19:00,B9.6,S19E50(1176)
gev_20110324_1823,2011/03/24 18:23:00,18:27:00,B8.4,S14E40()
gev_20110324_1851,2011/03/24 18:51:00,18:57:00,C1.3,S14E39()
gev_20110324_2020,2011/03/24 20:20:00,20:24:00,B6.8,S14E39(1176)
gev_20110324_2053,2011/03/24 20:53:00,20:57:00,C1.4,S13E38(1176)
gev_20110325_0038,2011/03/25 00:38:00,00:42:00,C1.0,S13E36()
gev_20110325_0057,2011/03/25 00:57:00,01:01:00,C1.0,S18E43(1176)
gev_20110325_0254,2011/03/25 02:54:00,02:59:00,B9.5,S15E35()
gev_20110320_0116,2011/03/20 01:16:00,02:58:00,B4.7,N12W36()
gev_20110320_0725,2011/03/20 07:25:00,07:33:00,B7.1,N33E36(1177)
gev_20110320_1330,2011/03/20 13:30:00,14:48:00,B6.6,S19E87()
gev_20110321_1145,2011/03/21 11:45:00,11:47:00,C2.6,N20W87()
gev_20110321_1152,2011/03/21 11:52:00,11:57:00,C1.0,S21E87(1181)
gev_20110321_1523,2011/03/21 15:23:00,16:30:00,C3.3,S20E87(1176)
gev_20110321_1531,2011/03/21 15:31:00,17:19:00,C4.2,S20E87(1176)
gev_20110322_0320,2011/03/22 03:20:00,03:25:00,C1.9,N19E80(1177)
gev_20110322_0331,2011/03/22 03:31:00,03:37:00,C3.9,S19E87(1176)
gev_20110322_1542,2011/03/22 15:42:00,15:46:00,C2.5,S19E88(1176)
gev_20110322_2119,2011/03/22 21:19:00,22:12:00,C1.6,S15E88()
gev_20110323_0203,2011/03/23 02:03:00,02:17:00,M1.4,S18E70(1176)
gev_20110323_1547,2011/03/23 15:47:00,15:50:00,B5.7,N19E59(1177)
gev_20110323_1706,2011/03/23 17:06:00,17:10:00,C1.1,S18E64(1176)
gev_20110324_0052,2011/03/24 00:52:00,00:56:00,B5.7,S18E59(1176)
gev_20110324_0252,2011/03/24 02:52:00,02:55:00,B6.2,S19E58(1176)
gev_20110324_1108,2011/03/24 11:08:00,11:20:00,B5.8,S27W60(1173)
gev_20110324_1201,2011/03/24 12:01:00,12:07:00,M1.0,S15E43(1176)
gev_20110324_1531,2011/03/24 15:31:00,15:37:00,C1.6,S14E41(1176)
gev_20110324_1655,2011/03/24 16:55:00,16:58:00,B6.6,S13E41(1176)
gev_20110324_1701,2011/03/24 17:01:00,17:06:00,C9.1,S14E40()
gev_20110324_1715,2011/03/24 17:15:00,17:19:00,B9.6,S19E50(1176)
gev_20110324_1823,2011/03/24 18:23:00,18:27:00,B8.4,S14E40(1176)
gev_20110324_1851,2011/03/24 18:51:00,18:57:00,C1.3,S14E39()
gev_20110324_2020,2011/03/24 20:20:00,20:24:00,B6.8,S14E39(1176)
gev_20110324_2053,2011/03/24 20:53:00,20:57:00,C1.4,S13E38(1176)
gev_20110325_0038,2011/03/25 00:38:00,00:42:00,C1.0,S13E36()
gev_20110325_0057,2011/03/25 00:57:00,01:01:00,C1.0,S18E43(1176)
gev_20110325_0254,2011/03/25 02:54:00,02:59:00,B9.5,S15E35()
gev_20110325_1647,2011/03/25 16:47:00,17:13:00,C1.0,S11E28(1176)
gev_20110325_1925,2011/03/25 19:25:00,19:42:00,B5.4,N22E40(1177)
gev_20110325_2308,2011/03/25 23:08:00,23:22:00,M1.0,S12E26(1176)
gev_20110326_0055,2011/03/26 00:55:00,00:58:00,C1.0,S13E26(1176)
gev_20110326_1442,2011/03/26 14:42:00,14:45:00,B6.6,S17E23(1176)
gev_20110321_1145,2011/03/21 11:45:00,11:47:00,C2.6,N20W87()
gev_20110321_1152,2011/03/21 11:52:00,11:57:00,C1.0,S21E87(1176)
gev_20110321_1523,2011/03/21 15:23:00,16:30:00,C3.3,S20E87(1176)
gev_20110321_1531,2011/03/21 15:31:00,17:19:00,C4.2,S20E87(1176)
gev_20110322_0320,2011/03/22 03:20:00,03:25:00,C1.9,N19E80(1177)
gev_20110322_0331,2011/03/22 03:31:00,03:37:00,C3.9,S19E87(1176)
gev_20110322_1542,2011/03/22 15:42:00,15:46:00,C2.5,S19E88(1176)
gev_20110322_2119,2011/03/22 21:19:00,22:12:00,C1.6,S15E88()
gev_20110323_0203,2011/03/23 02:03:00,02:17:00,M1.4,S18E70(1176)
gev_20110323_1547,2011/03/23 15:47:00,15:50:00,B5.7,N19E59(1177)
gev_20110323_1706,2011/03/23 17:06:00,17:10:00,C1.1,S18E64(1176)
gev_20110324_0052,2011/03/24 00:52:00,00:56:00,B5.7,S18E59(1176)
gev_20110324_0252,2011/03/24 02:52:00,02:55:00,B6.2,S19E58(1176)
gev_20110324_1108,2011/03/24 11:08:00,11:20:00,B5.8,S27W60(1173)
gev_20110324_1201,2011/03/24 12:01:00,12:07:00,M1.0,S15E43(1176)
gev_20110324_1531,2011/03/24 15:31:00,15:37:00,C1.6,S14E41(1176)
gev_20110324_1655,2011/03/24 16:55:00,16:58:00,B6.6,S13E41(1176)
gev_20110324_1701,2011/03/24 17:01:00,17:06:00,C9.1,S14E40(1176)
gev_20110324_1715,2011/03/24 17:15:00,17:19:00,B9.6,S19E50(1176)
gev_20110324_1823,2011/03/24 18:23:00,18:27:00,B8.4,S14E40(1176)
gev_20110324_1851,2011/03/24 18:51:00,18:57:00,C1.3,S14E39(1176)
gev_20110324_2020,2011/03/24 20:20:00,20:24:00,B6.8,S14E39(1176)
gev_20110324_2053,2011/03/24 20:53:00,20:57:00,C1.4,S13E38(1176)
gev_20110325_0038,2011/03/25 00:38:00,00:42:00,C1.0,S13E36(1176)
gev_20110325_0057,2011/03/25 00:57:00,01:01:00,C1.0,S18E43(1176)
gev_20110325_0254,2011/03/25 02:54:00,02:59:00,B9.5,S15E35()
gev_20110325_1647,2011/03/25 16:47:00,17:13:00,C1.0,S11E28(1176)
gev_20110325_1925,2011/03/25 19:25:00,19:42:00,B5.4,N22E40(1177)
gev_20110325_2308,2011/03/25 23:08:00,23:22:00,M1.0,S12E26(1176)
gev_20110326_0055,2011/03/26 00:55:00,00:58:00,C1.0,S13E26(1176)
gev_20110326_1442,2011/03/26 14:42:00,14:45:00,B6.6,S17E23(1176)
gev_20110327_0006,2011/03/27 00:06:00,00:14:00,C3.1,S11E11(1176)
gev_20110327_1253,2011/03/27 12:53:00,12:57:00,B7.6,N08W68(1179)
gev_20110327_1357,2011/03/27 13:57:00,14:00:00,B5.9,S15E02()
gev_20110327_1554,2011/03/27 15:54:00,15:57:00,B7.4,S18E12(1176)
gev_20110327_1658,2011/03/27 16:58:00,17:03:00,C1.1,S18E10(1176)
gev_20110327_1809,2011/03/27 18:09:00,18:13:00,B7.1,S12E01(1176)
gev_20110322_0320,2011/03/22 03:20:00,03:25:00,C1.9,N19E80(1177)
gev_20110322_0331,2011/03/22 03:31:00,03:37:00,C3.9,S19E87(1176)
gev_20110322_1542,2011/03/22 15:42:00,15:46:00,C2.5,S19E88(1176)
gev_20110322_2119,2011/03/22 21:19:00,22:12:00,C1.6,S15E88()
gev_20110323_0203,2011/03/23 02:03:00,02:17:00,M1.4,S18E70()
gev_20110323_1547,2011/03/23 15:47:00,15:50:00,B5.7,N19E59(1177)
gev_20110323_1706,2011/03/23 17:06:00,17:10:00,C1.1,S18E64(1176)
gev_20110324_0052,2011/03/24 00:52:00,00:56:00,B5.7,S18E59(1176)
gev_20110324_0252,2011/03/24 02:52:00,02:55:00,B6.2,S19E58(1176)
gev_20110324_1108,2011/03/24 11:08:00,11:20:00,B5.8,S27W60(1173)
gev_20110324_1201,2011/03/24 12:01:00,12:07:00,M1.0,S15E43(1176)
gev_20110324_1531,2011/03/24 15:31:00,15:37:00,C1.6,S14E41(1176)
gev_20110324_1655,2011/03/24 16:55:00,16:58:00,B6.6,S13E41(1176)
gev_20110324_1701,2011/03/24 17:01:00,17:06:00,C9.1,S14E40(1176)
gev_20110324_1715,2011/03/24 17:15:00,17:19:00,B9.6,S19E50(1176)
gev_20110324_1823,2011/03/24 18:23:00,18:27:00,B8.4,S14E40(1176)
gev_20110324_1851,2011/03/24 18:51:00,18:57:00,C1.3,S14E39(1176)
gev_20110324_2020,2011/03/24 20:20:00,20:24:00,B6.8,S14E39(1176)
gev_20110324_2053,2011/03/24 20:53:00,20:57:00,C1.4,S13E38(1176)
gev_20110325_0038,2011/03/25 00:38:00,00:42:00,C1.0,S13E36(1176)
gev_20110325_0057,2011/03/25 00:57:00,01:01:00,C1.0,S18E43(1176)
gev_20110325_0254,2011/03/25 02:54:00,02:59:00,B9.5,S15E35(1176)
gev_20110325_1647,2011/03/25 16:47:00,17:13:00,C1.0,S11E28(1176)
gev_20110325_1925,2011/03/25 19:25:00,19:42:00,B5.4,N22E40(1177)
gev_20110325_2308,2011/03/25 23:08:00,23:22:00,M1.0,S12E26(1176)
gev_20110326_0055,2011/03/26 00:55:00,00:58:00,C1.0,S13E26(1176)
gev_20110326_1442,2011/03/26 14:42:00,14:45:00,B6.6,S17E23(1176)
gev_20110327_0006,2011/03/27 00:06:00,00:14:00,C3.1,S11E11(1176)
gev_20110327_1253,2011/03/27 12:53:00,12:57:00,B7.6,N08W68(1179)
gev_20110327_1357,2011/03/27 13:57:00,14:00:00,B5.9,S15E02(1176)
gev_20110327_1554,2011/03/27 15:54:00,15:57:00,B7.4,S18E12(1176)
gev_20110327_1658,2011/03/27 16:58:00,17:03:00,C1.1,S18E10(1176)
gev_20110327_1809,2011/03/27 18:09:00,18:13:00,B7.1,S12E01(1176)
gev_20110327_2315,2011/03/27 23:15:00,23:26:00,C1.0,S29E47(1181)
gev_20110328_0028,2011/03/28 00:28:00,00:33:00,B5.7,S18E06(1176)
gev_20110323_0203,2011/03/23 02:03:00,02:17:00,M1.4,S18E70(1176)
gev_20110323_1547,2011/03/23 15:47:00,15:50:00,B5.7,N19E59(1177)
gev_20110323_1706,2011/03/23 17:06:00,17:10:00,C1.1,S18E64(1176)
gev_20110324_0052,2011/03/24 00:52:00,00:56:00,B5.7,S18E59(1176)
gev_20110324_0252,2011/03/24 02:52:00,02:55:00,B6.2,S19E58(1176)
gev_20110324_1108,2011/03/24 11:08:00,11:20:00,B5.8,S27W60(1173)
gev_20110324_1201,2011/03/24 12:01:00,12:07:00,M1.0,S15E43(1176)
gev_20110324_1531,2011/03/24 15:31:00,15:37:00,C1.6,S14E41(1176)
gev_20110324_1655,2011/03/24 16:55:00,16:58:00,B6.6,S13E41(1176)
gev_20110324_1701,2011/03/24 17:01:00,17:06:00,C9.1,S14E40(1176)
gev_20110324_1715,2011/03/24 17:15:00,17:19:00,B9.6,S19E50(1176)
gev_20110324_1823,2011/03/24 18:23:00,18:27:00,B8.4,S14E40(1176)
gev_20110324_1851,2011/03/24 18:51:00,18:57:00,C1.3,S14E39(1176)
gev_20110324_2020,2011/03/24 20:20:00,20:24:00,B6.8,S14E39(1176)
gev_20110324_2053,2011/03/24 20:53:00,20:57:00,C1.4,S13E38(1176)
gev_20110325_0038,2011/03/25 00:38:00,00:42:00,C1.0,S13E36(1176)
gev_20110325_0057,2011/03/25 00:57:00,01:01:00,C1.0,S18E43(1176)
gev_20110325_0254,2011/03/25 02:54:00,02:59:00,B9.5,S15E35(1176)
gev_20110325_1647,2011/03/25 16:47:00,17:13:00,C1.0,S11E28(1176)
gev_20110325_1925,2011/03/25 19:25:00,19:42:00,B5.4,N22E40(1182)
gev_20110325_2308,2011/03/25 23:08:00,23:22:00,M1.0,S12E26(1176)
gev_20110326_0055,2011/03/26 00:55:00,00:58:00,C1.0,S13E26(1176)
gev_20110326_1442,2011/03/26 14:42:00,14:45:00,B6.6,S17E23(1176)
gev_20110327_0006,2011/03/27 00:06:00,00:14:00,C3.1,S11E11(1176)
gev_20110327_1253,2011/03/27 12:53:00,12:57:00,B7.6,N08W68(1179)
gev_20110327_1357,2011/03/27 13:57:00,14:00:00,B5.9,S15E02(1176)
gev_20110327_1554,2011/03/27 15:54:00,15:57:00,B7.4,S18E12(1176)
gev_20110327_1658,2011/03/27 16:58:00,17:03:00,C1.1,S18E10(1176)
gev_20110327_1809,2011/03/27 18:09:00,18:13:00,B7.1,S12E01(1176)
gev_20110327_2318,2011/03/27 23:18:00,23:26:00,C1.0,S29E48(1181)
gev_20110328_0028,2011/03/28 00:28:00,00:33:00,B5.7,S18E06(1176)
gev_20110328_1130,2011/03/28 11:30:00,11:39:00,C1.4,S13W05(1176)
gev_20110328_1631,2011/03/28 16:31:00,16:46:00,B7.1,N16E61(1183)
gev_20110328_1702,2011/03/28 17:02:00,17:22:00,B7.7,N17E62(1183)
gev_20110328_1852,2011/03/28 18:52:00,18:56:00,B9.0,S19E00(1176)
gev_20110329_0027,2011/03/29 00:27:00,00:32:00,B8.6,S19W03(1176)
gev_20110329_0511,2011/03/29 05:11:00,05:15:00,C1.1,N15E55(1183)
gev_20110329_2121,2011/03/29 21:21:00,21:29:00,C1.2,N17E44(1183)
gev_20110324_0052,2011/03/24 00:52:00,00:56:00,B5.7,S18E59(1176)
gev_20110324_0252,2011/03/24 02:52:00,02:55:00,B6.2,S19E58(1176)
gev_20110324_1108,2011/03/24 11:08:00,11:20:00,B5.8,S27W60(1173)
gev_20110324_1201,2011/03/24 12:01:00,12:07:00,M1.0,S15E43(1176)
gev_20110324_1531,2011/03/24 15:31:00,15:37:00,C1.6,S14E41(1176)
gev_20110324_1655,2011/03/24 16:55:00,16:58:00,B6.6,S13E41(1176)
gev_20110324_1701,2011/03/24 17:01:00,17:06:00,C9.1,S14E40(1176)
gev_20110324_1715,2011/03/24 17:15:00,17:19:00,B9.6,S19E50(1176)
gev_20110324_1823,2011/03/24 18:23:00,18:27:00,B8.4,S14E40(1176)
gev_20110324_1851,2011/03/24 18:51:00,18:57:00,C1.3,S14E39(1176)
gev_20110324_2020,2011/03/24 20:20:00,20:24:00,B6.8,S14E39(1176)
gev_20110324_2053,2011/03/24 20:53:00,20:57:00,C1.4,S13E38(1176)
